location_id,proportion_over_2_5k,observed
6,0.3881321565187764,
7,0.21265182802196494,
8,0.7103207774596079,
10,0.1747010454816428,
11,0.3293715125320833,
12,0.09369255884031673,
13,0.4210019306312335,
14,0.9999999999999992,
15,0.1977919818298139,
16,0.4558490533938036,
17,0.27829172725999296,
18,0.2863267414240621,
19,0.2471971217052805,
20,0.3133029852174234,
22,0.2850585575703001,
23,0.5185022431225493,
24,0.9070477778989514,
25,0.1071838821177485,
26,0.0008316747316521692,
27,0.0,
28,0.2153427367370668,
29,1.4618529859478531e-05,
30,0.2432596057297785,
33,0.4544785639761826,
34,0.2774970451147821,
35,0.38742413828590266,
36,0.13192563381156333,
37,0.2245299046855495,
38,0.2987293570135815,
39,0.17206568710193348,
40,0.14826666159983426,
41,0.07961444177361476,
43,0.4514611862968602,
44,0.06399483587174028,
45,0.16061294703527507,
46,0.14727835786206306,
47,0.15287718891135066,
48,0.2886827735622616,
49,0.06418248385342927,
50,0.0013035573344019286,
51,0.25983544155963323,
52,0.3840439766101837,
53,0.2812623761712565,
54,0.16267492322893298,
55,0.17232532702918124,
57,0.4713507281183573,
58,0.40769708689861023,
59,0.2171267442913051,
60,0.009194687248754323,
61,0.02724061408302633,
62,0.37575037730249,
63,0.3384378246314877,
66,0.06890960925980691,
67,0.5787232067456384,
68,0.7370916387787729,
69,0.9949428574172616,
71,0.3893556661480555,
72,0.3881418892112811,
74,0.3367287125495191,
75,0.2836769705277911,
76,0.2627589039816983,
77,0.3881718790705709,
78,0.2760451947040286,
79,0.12197935112565556,
80,0.3355918301573712,
81,0.2691924978354581,
82,0.5055528205899971,
83,0.06756315340266494,
84,0.3561483457913831,
85,0.6060453887668182,
86,0.5312859775160828,
87,0.24042195757470325,
88,0.5485626748666499,
89,0.3724472907078317,
90,0.3193766138397508,
91,0.4254678556711511,
92,0.5352870006941289,
93,0.3256493572222793,
94,0.3533008627880497,
95,0.6621247497065917,
97,0.5040932978396035,
98,0.5474007256027209,
99,0.659879879128145,
101,0.5322856790862874,
102,0.2567203272471287,
105,0.0739156383920076,
106,0.015279130490892669,
107,0.17788295812645,
108,8.34711547280565e-06,
109,0.2360969090890641,
110,0.0,
111,0.5338477694969885,
112,0.0,
113,0.2033616859675824,
114,0.4235433831968568,
115,0.21611993967774498,
116,0.086738573812644,
117,0.0771777243532974,
118,0.16706894727779434,
119,0.0887929695205121,
121,0.3038642668160382,
122,0.4197843450837528,
123,0.5319953550383623,
125,0.4713382422203562,
126,0.3915238297746464,
127,0.3531672055800779,
128,0.1937638358873144,
129,0.2607994951600596,
130,0.6426380248714109,
131,0.1782274575589517,
132,0.4153541786858511,
133,0.3020241284091779,
135,0.6483389263421782,
136,0.3352797453845605,
139,0.4537735076224681,
140,0.8275218420223079,
141,0.6958784105750143,
142,0.2762469402839329,
143,0.2343338541032648,
144,0.6016791222329079,
145,0.6991446629424541,
146,0.578081200839361,
147,0.1226383684402185,
148,0.5154051575024556,
149,0.6724825344550021,
150,0.03591282458362019,
151,0.634371913321233,
152,0.1587598380786117,
153,0.30586090445360553,
154,0.3686853747506381,
155,0.587940424942209,
156,0.3236681869002022,
157,0.2142483322446936,
160,0.2011407813508491,
161,0.304565453130311,
162,8.86219449858725e-05,
163,0.2548384786263631,
164,0.346985579787872,
165,0.3117914649385569,
168,0.4503605187019463,
169,0.1663919802182927,
170,0.3323755806752895,
171,0.1846959879131757,
172,0.005643441558487368,
173,0.08778307349648523,
175,0.11591511558343627,
176,0.07213388050003525,
177,0.4728870500788761,
178,0.0768107913901786,
179,0.1042402135068282,
180,0.19539738106882734,
181,0.1379086786596381,
182,0.15824767995198658,
183,0.4212789785397114,
184,0.14955473456426388,
185,0.14350700845864522,
186,0.0976571581590836,
187,0.11559021224328772,
189,0.22211533945318,
190,0.14613571837902856,
191,0.20366240311484687,
193,0.005032893423487232,
194,0.0682487524721449,
195,0.3046475842710118,
196,0.5100386297133129,
197,0.0017692952769465013,
198,0.16913471251104656,
200,0.1840391592648578,
201,0.17583539518237346,
202,0.2760991025783662,
203,0.26930413007062304,
204,0.0759511231589764,
205,0.2687872953408085,
206,0.3841063199499574,
207,0.29605412104161066,
208,0.23432544086644966,
209,0.27768831824789714,
210,0.3048797429135377,
211,0.2666293249839457,
212,0.2857705761421304,
213,0.08112988774242758,
214,0.2723509528096986,
