location_id,air_pollution_pm_2_5,observed
6,51.716835288060295,1
7,30.9955708336167,1
8,22.602295834580694,1
10,24.604972624882606,1
11,16.2457454463386,1
12,24.2008326910433,1
13,15.4018004368974,1
14,7.428240632184,1
15,35.6204874587656,1
16,17.663717067466603,1
17,9.82938323003748,1
18,25.32737909790709,1
19,19.128859123606397,1
20,29.4497477404739,1
22,10.5815040513583,1
23,10.3468124409631,1
24,9.93600610326849,1
25,10.9881167320969,1
26,11.6198191854074,1
27,11.2455857325435,1
28,11.458765615606,1
29,10.5173872636777,1
30,11.4038894146279,1
33,33.0003131404348,1
34,19.681274803240303,1
35,22.191180434895397,1
36,13.7018312218839,1
37,20.4480924104631,1
38,39.643401723628,1
39,45.7559920543301,1
40,20.4819555926008,1
41,27.4353609857693,1
43,17.894375813822602,1
44,27.65676555314149,1
45,18.9521395823975,1
46,17.311935357269498,1
47,15.673202351075899,1
48,15.4613983072283,1
49,29.8183332900991,1
50,20.1799051077605,1
51,20.338068337589604,1
52,14.371976544325,1
53,24.454074623164,1
54,17.2465494476333,1
55,15.6857563109277,1
57,18.7143385738226,1
58,6.59829545562806,1
59,13.0896199285142,1
60,11.513692343038,1
61,16.037842579561,1
62,15.925544870678596,1
63,19.408244912039105,1
66,5.33243944544653,1
67,11.3238136689651,1
68,24.610420043710004,1
69,19.070333386643103,1
71,8.46732864654382,1
72,5.82000971828712,1
74,11.6329243113133,1
75,12.3049170645851,1
76,12.641907936604,1
77,16.9717641498277,1
78,9.868526386148641,1
79,5.7097650721054105,1
80,11.5501918394727,1
81,11.6060873340217,1
82,15.8106441531854,1
83,6.311744580677559,1
84,8.03003435618603,1
85,18.8762507558994,1
86,16.1192959980308,1
87,9.741278566703519,1
88,13.6242503244795,1
89,11.7153322643188,1
90,6.71387204672698,1
91,7.81375522809101,1
92,9.57176942162438,1
93,6.05332299101313,1
94,9.696537937391009,1
95,10.1973142229746,1
97,13.1132986987257,1
98,20.251446613561498,1
99,8.930392252997132,1
101,6.2536107633313,1
102,7.1158284586128495,1
105,18.212600945777897,1
106,16.940375037686806,1
107,22.487109110930295,1
108,22.2449499797393,1
109,19.2155433050307,1
110,19.061758466661,1
111,13.2651293668264,1
112,22.168178576266108,1
113,22.316319186839,1
114,15.5722153726093,1
115,13.114675710196,1
116,21.8740574493963,1
117,21.6775753307795,1
118,24.3398941740596,1
119,23.5549429265028,1
121,20.8446663608072,1
122,14.418607040321,1
123,24.4332350755346,1
125,15.8372289553789,1
126,15.436007836116099,1
127,24.0832289161416,1
128,23.2307287236518,1
129,20.012090605228398,1
130,20.0686229821836,1
131,17.0308416897536,1
132,11.0766667665609,1
133,16.384534473769698,1
135,12.343365568940499,1
136,11.1049073277249,1
139,39.872405761048796,1
140,71.4465744730405,1
141,88.62337545489349,1
142,39.0830212263982,1
143,62.121073751064394,1
144,33.338374589253505,1
145,60.9283221921057,1
146,30.643966364183804,1
147,53.870979298348395,1
148,32.4194248337525,1
149,32.2822270015376,1
150,43.84882698256021,1
151,91.5571147577583,1
152,88.1837050916178,1
153,44.97360200992341,1
154,39.0584624796685,1
155,44.7225899532736,1
156,41.0685126557401,1
157,51.6859704068258,1
160,56.3975017836186,1
161,61.464310853577395,1
162,34.1052333800978,1
163,91.4971586392639,1
164,95.67886980438408,1
165,58.7139841822687,1
168,32.2846129813129,1
169,59.528959594706706,1
170,48.3000157234601,1
171,43.0968229642064,1
172,55.9751096917846,1
173,46.246317979031105,1
175,37.76422521391171,1
176,20.4578177316571,1
177,46.237604038273794,1
178,50.6319120183228,1
179,39.174049550029004,1
180,28.5359588402851,1
181,22.5367641507035,1
182,23.365655937474397,1
183,14.3287027326666,1
184,20.9326085861348,1
185,42.4413655818917,1
186,20.0032483889448,1
187,32.303867304509694,1
189,28.589884547045003,1
190,51.4950251129176,1
191,26.817369742624802,1
193,22.993578600218505,1
194,27.6261005235463,1
195,25.8375349700339,1
196,24.7587912180753,1
197,16.9804249564868,1
198,21.631267285048104,1
200,39.1927209750216,1
201,43.281748155100004,1
202,74.807030798347,1
203,35.178294132194,1
204,65.8957520985273,1
205,26.8632514014852,1
206,34.2033264714865,1
207,36.8884981495023,1
208,26.045904377800397,1
209,30.9207291548455,1
210,18.051556475195,1
211,38.164696264441,1
212,48.0502839384151,1
213,95.35141448866159,1
214,74.7668111526187,1
215,28.467989896588698,1
216,40.0869035419384,1
217,21.98257983583489,1
218,38.2314918238825,1
298,12.277977562732199,1
305,11.420795348399901,1
320,12.694385159258301,1
349,11.304274137887194,1
351,11.4591338654845,1
354,25.753673276658002,1
361,30.1138894235408,1
367,12.446885247393901,1
369,12.3727924386798,1
374,11.5932042024664,1
376,9.680595971445278,1
380,11.844612397230199,1
385,8.20494981203135,1
393,12.226264162036,1
396,13.7548496484326,1
413,12.1816483259218,1
416,10.6721539500716,1
422,10.0809441932432,1
433,8.38597742594345,1
434,7.01478946996102,1
435,45.5604338545057,1
482,22.440873182594103,1
483,29.0808880412958,1
484,32.395573283902394,1
485,19.9706308373663,1
486,17.4549658407701,1
487,20.3659479321703,1
488,29.3335079140069,1
489,24.521771894696396,1
490,22.919446658004198,1
491,55.142202616594716,1
492,83.0341811162158,1
493,50.7379248384385,1
494,27.735465454088203,1
495,40.712127598997,1
496,33.9269065639154,1
497,36.796753358701,1
498,33.7145328636572,1
499,18.656866727420105,1
500,83.3996735926793,1
501,41.8555401747912,1
502,73.9848824689996,1
503,57.4726956156133,1
504,46.950989391756295,1
505,35.9739923493206,1
506,58.978053013578396,1
507,39.006898314180106,1
508,48.2863728271181,1
509,52.5412635096414,1
510,46.5800008659295,1
511,42.2034224957199,1
512,54.81933988666929,1
513,68.9664411834761,1
514,53.86395825847771,1
515,55.384934662964795,1
516,47.2383208027017,1
517,84.4804238799573,1
518,21.921761488832693,1
519,65.4427096141181,1
520,26.061145992351197,1
521,42.820209719228295,1
522,56.6512914164513,1
523,7.74633878269526,1
524,5.811582735430172,1
525,6.51105500963792,1
526,7.55016449556774,1
527,8.343647319946081,1
528,5.18862666317563,1
529,6.3208033865185,1
530,7.477566206993001,1
531,7.856979704429443,1
532,5.81363011629719,1
533,8.05211956454625,1
534,3.9358876882283393,1
535,5.176219888888,1
536,8.407722951531369,1
537,8.556262725330981,1
538,6.93038055992719,1
539,6.6682945300080085,1
540,7.6993970954309425,1
541,7.16248721995,1
542,4.50701888107228,1
543,7.55889372215663,1
544,5.57858789384473,1
545,7.00140529220997,1
546,5.83254631582846,1
547,7.441863057382928,1
548,7.2469694565342415,1
549,4.77975900730672,1
550,6.3265772639082005,1
551,6.247787289142059,1
552,4.89522747846235,1
553,7.30449132568785,1
554,4.4270515978683,1
555,6.47251440170647,1
556,6.92568999828087,1
557,4.64408917215744,1
558,8.1260133960297,1
559,7.374830891934612,1
560,5.109824551252268,1
561,8.06436995352137,1
562,5.86395086659863,1
563,7.23910310430984,1
564,5.27533351744851,1
565,7.1261733217406,1
566,8.0094405548055,1
567,6.441015001535519,1
568,4.520561148435389,1
569,6.572665476976041,1
570,4.8290578089324905,1
571,6.70172172973165,1
