location_id,lri_mortality,observed
1,1.9291391135205669,1
4,1.5027316896640126,1
5,1.0305998884523733,1
6,0.9630178408680754,1
7,2.015013721881155,1
8,2.6115282598276317,1
9,3.156228073897544,1
10,7.868819146504069,1
11,1.928335016499224,1
12,4.67370835039455,1
13,8.198914415629332,1
14,1.035449242787618,1
15,3.1792074722932404,1
16,6.881659655047812,1
17,1.7808131257527156,1
18,2.6078405462284566,1
19,5.1118867475111625,1
20,2.057183286052281,1
21,3.434215338805411,1
22,2.3827535903956027,1
23,3.979964913679572,1
24,4.682693881775513,1
25,5.055249692684533,1
26,3.2063239421781327,1
27,3.596429840457029,1
28,11.613610769239724,1
29,3.233776529461645,1
30,4.471428340078383,1
31,1.2034668400666764,1
32,1.3897687890060888,1
33,0.9424700851133208,1
34,1.2895185781113236,1
35,0.9681745421142796,1
36,1.7541299778514157,1
37,0.62719877926718,1
38,0.8771883402461039,1
39,2.2870219064540978,1
40,0.7289997479853609,1
41,1.6196931163078978,1
42,1.16499323539008,1
43,0.7901536484040426,1
44,0.6298762017312592,1
45,1.1684598972738922,1
46,0.5215392049514281,1
47,1.289435812116552,1
48,0.5059107752619353,1
49,0.6105895262990054,1
50,0.6497920334547024,1
51,1.3571356720623446,1
52,1.3960617291461803,1
53,0.9089273162701188,1
54,1.7002466378156909,1
55,1.0644783644694829,1
56,1.17252404982144,1
57,0.6285427080744408,1
58,0.7185908308521876,1
59,0.8053075373547333,1
60,0.8005717165280104,1
61,1.2198701505043703,1
62,1.2392076852802425,1
63,1.1333811943613556,1
64,1.3639611855112612,1
65,1.7987002352597554,1
66,4.181927468746538,1
67,1.8096092259263268,1
68,1.6171479722556503,1
69,4.101003121897098,1
70,0.7148715767399764,1
71,0.7025052635163413,1
72,0.7818308767860517,1
73,1.1162263309891491,1
74,0.9961213521596742,1
75,0.44801871248202907,1
76,1.7361983849474896,1
77,0.9402684089248844,1
78,1.5106717574624977,1
79,0.4236983072480116,1
80,0.9521067555457025,1
81,0.895702800747775,1
82,1.5242807502866431,1
83,1.183828740739986,1
84,1.7841556746673164,1
85,1.0837822334393512,1
86,0.5295947729721225,1
87,0.944542414249912,1
88,1.5084600267004868,1
89,1.340200118758125,1
90,1.3490325933376313,1
91,2.2394174401752625,1
92,0.8943360428704008,1
93,0.8573401511533941,1
94,0.6817445926336768,1
95,2.2795313716505365,1
96,4.025231435536009,1
97,5.284221836244444,1
98,1.6335309363917772,1
99,1.9761690628759088,1
100,1.0588137505646078,1
101,0.9366724460454041,1
102,1.0736278650397788,1
103,2.5039445459637646,1
104,2.3953902422249422,1
105,2.83736972737198,1
106,2.194892155074452,1
107,2.7751165803831634,1
108,3.2803455740679066,1
109,2.801213916930484,1
110,2.5695347313156263,1
111,1.617164503986495,1
112,4.102006279549799,1
113,3.8748879336147923,1
114,4.448994960741649,1
115,1.0894637182420628,1
116,2.209274101861251,1
117,2.645198127102485,1
118,2.239460578291763,1
119,1.2586587866417471,1
120,4.090603486764577,1
121,5.71510862343361,1
122,3.095575274163981,1
123,4.186048017140518,1
124,1.5794653826696043,1
125,1.0105969642994703,1
126,1.0092556317363623,1
127,2.7186447892978487,1
128,6.317525598738578,1
129,1.4619033348661368,1
130,1.4970400280825291,1
131,1.5230922850973052,1
132,1.255569349629535,1
133,1.4372869728470081,1
134,3.0660900028208653,1
135,3.090601170226085,1
136,2.0270694990101563,1
137,1.698541185260234,1
138,1.698541185260234,1
139,1.7416706665193389,1
140,1.7407897964609658,1
141,2.206574710068435,1
142,1.2592114474767344,1
143,0.8433628816739692,1
144,1.2980525769957394,1
145,2.829551493531082,1
146,1.4170852163167444,1
147,1.4233540963564697,1
148,1.7520927735496707,1
149,2.037485114700114,1
