location_id,proportion_under_100m,observed
523,0.310581711718,1
524,0.609019638379,1
525,0.028100067221699998,1
526,0.36676855640600003,1
527,0.560545002737,1
528,0.0,1
529,0.677079529616,1
530,0.958835604171,1
531,0.9107801054629999,1
532,0.997363630057,1
533,0.187180763857,1
534,0.650548705765,1
535,0.0,1
536,0.00032565761463599995,1
537,4.2017769131599997e-07,1
538,0.0,1
539,0.0,1
540,0.0013503117975700002,1
541,0.99319732384,1
542,0.710706455785,1
543,0.57815863132,1
544,0.827374150538,1
545,0.0,1
546,0.0,1
547,0.5917921854479999,1
548,0.0173602012462,1
549,0.0,1
550,0.0,1
551,0.0,1
552,0.49580643387900003,1
553,0.8830623679170001,1
554,0.0,1
555,0.674742984848,1
556,0.3294667632,1
557,0.0,1
558,0.0,1
559,4.36622650722e-05,1
560,0.382674335224,1
561,0.264937844776,1
562,0.9184254884909999,1
563,0.512624794388,1
564,0.0,1
565,0.123903434828,1
566,0.364581551345,1
567,0.0,1
568,0.230660359608,1
569,0.58208685169,1
570,0.4832393373899999,1
571,0.00046860592362499997,1
572,0.0,1
573,0.0,1
4618,0.836613898002,1
4619,0.782378448831,1
4620,0.687679389363,1
4621,0.8130037873639999,1
4622,0.39314708119099995,1
4623,0.9191534005940001,1
4624,0.985802440641,1
4625,0.870712764953,1
4626,0.770570489361,1
4636,0.65230035387,1
4643,0.0,1
4644,0.514318226858,1
4645,0.703594443341,1
4646,0.876065701475,1
4647,0.0,1
4648,0.39519469293000004,1
4649,0.143541297696,1
4650,0.0,1
4651,0.0,1
4652,0.0,1
4653,0.0,1
4654,0.22305220792199998,1
4655,0.0037727474452199997,1
4656,0.0524808074736,1
4657,0.0,1
4658,0.0434127654902,1
4659,0.0,1
4660,0.363453216988,1
4661,0.000169325827544,1
4662,0.22327247785999998,1
4663,0.0038553973357,1
4664,0.0,1
4665,0.9911073706200001,1
4666,0.0939975550097,1
4667,0.8879608966470001,1
4668,0.456677915697,1
4669,0.982055124795,1
4670,0.7158178211249999,1
4671,0.0,1
4672,0.49173468228999995,1
4673,0.9969370815109999,1
4674,0.0,1
4709,0.441807580076,1
4710,0.581981273372,1
4711,0.135237394812,1
4712,0.862313815621,1
4713,0.579569976007,1
4714,0.74639088138,1
4715,0.34213799216799995,1
4716,0.5082839095080001,1
4717,0.7246262800200001,1
4718,0.9554784552750001,1
4719,0.363285320383,1
4720,0.999232204571,1
4721,0.359464801026,1
4722,0.33158224906,1
4723,0.22687872479899998,1
4724,0.421555732708,1
4725,0.837139229542,1
4726,0.405064561563,1
4727,0.29594956713599996,1
4728,0.152312076317,1
4729,0.677298342097,1
4730,0.583008373293,1
4731,0.7095535794660001,1
4732,0.699263699985,1
4733,0.276544539179,1
4734,0.145976179826,1
4735,0.440334224198,1
4736,0.369744054329,1
4737,0.176969262584,1
4738,0.188719656223,1
4739,0.34982630520900004,1
4740,0.237488318516,1
4741,0.354625107549,1
4742,0.22726850784299998,1
4749,0.804133543012,1
4750,0.0016482478373,1
4751,0.48370792536799995,1
4752,0.9318162929620001,1
4753,0.949616101689,1
4754,0.351678091336,1
4755,0.5534387993909999,1
4756,0.0,1
4757,0.639106537118,1
4758,0.0,1
4759,0.7057059060349999,1
4760,0.0015903467250699998,1
4761,0.031250844242199996,1
4762,0.0007775709569989999,1
4763,0.7503960330060001,1
4764,0.3636767148260001,1
4765,0.0209425843013,1
4766,0.43542217880199996,1
4767,0.329912890661,1
4768,0.683433899588,1
4769,0.7130160762960001,1
4770,0.303911737871,1
4771,0.752826525654,1
4772,0.530632115364,1
4773,0.4959065360230001,1
4774,0.590566487936,1
4775,0.0461221312674,1
4776,0.0678969313374,1
4841,0.570605632893,1
4842,0.00026926354056599995,1
4843,0.693034394798,1
4844,0.925574134724,1
4846,0.000489547562718,1
4849,0.0,1
4850,0.8549702272030001,1
4851,0.678258630913,1
4852,0.0,1
4853,0.0,1
4854,0.0,1
4855,0.0979600629293,1
4856,0.04590047684859999,1
4857,0.746357847535,1
4859,0.000527634893595,1
4860,0.200228089025,1
4861,0.0152330319601,1
4862,0.16031636801899998,1
4863,0.062467731335699994,1
4864,1.81745135162e-05,1
4865,0.44680873151,1
4867,0.0,1
4868,0.020269507887900003,1
4869,0.0,1
4870,0.464214524502,1
4871,0.0355645643156,1
4872,0.8460013115809999,1
4873,0.325935720012,1
4874,0.0,1
4875,0.8913974367649999,1
4910,0.09478704267969999,1
4911,0.13454987094499998,1
4912,0.0,1
4913,0.0,1
4914,0.642223001334,1
4915,0.154210384975,1
4916,0.752527585484,1
4917,0.24265862926399998,1
4918,0.533597425176,1
4919,0.416355768431,1
4920,0.6773840850489999,1
4921,0.415708668902,1
4922,0.09648814874530001,1
4923,0.37506161729599996,1
4926,0.237057504363,1
4927,0.18683417204,1
4928,0.138661348466,1
4940,0.67125137742,1
4944,0.998622251356,1
25318,0.00043376552458599993,1
25319,0.0,1
25320,0.0124382823713,1
25321,0.22322715458599998,1
25322,0.0,1
25323,0.425727794676,1
25324,0.0014321875243199999,1
25325,0.0,1
25326,0.19781463258999998,1
25327,0.68652244014,1
25328,0.00771555877599,1
25329,0.4588823459300001,1
25330,0.0,1
25331,0.0204049524825,1
25332,0.0,1
25333,0.0,1
25334,0.0155305793876,1
25335,0.0,1
25336,0.0,1
25337,0.0,1
25338,0.0,1
25339,0.000883595769518,1
25340,0.09015201200439996,1
25341,0.0256334522287,1
25342,1.0,1
25343,0.00333470646563,1
25344,0.0647428612804,1
25345,0.867384917017,1
25346,0.280208212918,1
25347,0.0008304942475560001,1
25348,0.020004686869,1
25349,0.0,1
25350,0.082476424745,1
25351,0.0,1
25352,0.0,1
25353,0.0,1
25354,0.0,1
35424,0.327396858856,1
35425,0.505252706325,1
35426,0.117152172492,1
35427,0.5098275776169999,1
35428,0.451825549846,1
35429,0.154502308445,1
35430,0.130955911747,1
35431,0.8707086297579999,1
35432,0.363065852711,1
35433,0.361488351253,1
35434,0.9278244767799999,1
35435,0.970433464087,1
35436,0.8849994875499999,1
35437,0.858200286349,1
35438,0.5989703721199999,1
35439,0.443880129427,1
35440,0.47334244768600003,1
35441,0.425265787391,1
35442,0.0,1
35443,0.0,1
35444,0.460242995984,1
35445,0.344899811704,1
35446,0.8501552396500001,1
35447,0.531039889566,1
35448,0.288209935938,1
35449,0.326210376774,1
35450,0.835273580997,1
35451,0.47284655538000003,1
35452,0.439934311777,1
35453,0.478710857916,1
35454,0.506581850748,1
35455,0.384966575396,1
35456,0.527393629436,1
35457,0.238302834962,1
35458,0.40843335554300003,1
35459,0.6196326330659999,1
35460,0.615821621566,1
35461,0.334716794981,1
35462,0.334322586312,1
35463,0.6992831746729999,1
35464,0.5108873765030001,1
35465,0.466157113763,1
35466,0.5954436886150001,1
35467,0.326831794959,1
35468,0.332048124429,1
35469,0.323939661514,1
35470,0.919463370678,1
35494,0.0185053502982,1
35495,0.0,1
35496,0.226818011101,1
35497,0.186318161453,1
35498,0.0,1
35499,0.00968053344817,1
35500,0.7582503093690001,1
35501,0.550711634297,1
35502,0.7644394275409999,1
35503,0.46076008610799996,1
35504,0.00421860224818,1
35505,0.4260224024930001,1
35506,0.5650940408590001,1
35507,0.333817119268,1
35508,0.168845551622,1
35509,0.548207163454,1
35510,0.585757680578,1
35511,0.10511659553099999,1
35512,0.265834838181,1
35513,0.34914920715099995,1
35514,0.480805075194,1
35617,0.0,1
35618,0.0,1
35619,0.0,1
35620,0.0,1
35621,0.0,1
35622,0.0,1
35623,0.18305237704900001,1
35624,0.0,1
35625,0.0,1
35626,0.0,1
35627,0.0,1
35628,0.0,1
35629,0.0,1
35630,0.546515840643,1
35631,0.0,1
35632,0.0,1
35633,0.0,1
35634,0.0,1
35635,0.424345125147,1
35636,0.0,1
35637,0.944905657342,1
35638,0.0,1
35639,0.0,1
35640,0.0,1
35641,0.0,1
35642,0.0,1
35643,0.0,1
35644,0.9012214394149999,1
35645,0.0,1
35646,0.0,1
35647,0.0,1
35648,0.0,1
35649,0.0,1
35650,0.0,1
35651,0.0,1
35652,0.0,1
35653,0.0,1
35654,0.0,1
35655,0.0,1
35656,0.5820801883,1
35657,0.0,1
35658,0.0,1
35659,0.00319519169336,1
35660,0.0,1
35661,0.0,1
35662,0.024303875046299998,1
35663,0.0,1
43872,0.740829279508,1
43873,0.0,1
43874,0.754028979935,1
43875,0.948857903038,1
43877,0.00102763502424,1
43880,0.0,1
43881,0.951318336092,1
43882,0.884561284769,1
43883,0.0,1
43884,0.0,1
43885,0.0,1
43886,0.0236675440539,1
43887,0.106440887796,1
43888,0.9779231341269999,1
43890,0.0005959348654450001,1
43891,0.5949784292920001,1
43892,0.000805045935228,1
43893,0.00707232074227,1
43894,0.20957932033399998,1
43895,0.0,1
43896,0.715559051999,1
43898,0.0,1
43899,0.00221885802266,1
43900,0.0,1
43901,0.630153412374,1
43902,0.00650816063617,1
43903,0.999332679219,1
43904,0.20323032477699998,1
43905,0.0,1
43906,0.9495423412620001,1
43908,0.547814126611,1
43909,0.00031502465474,1
43910,0.689053317855,1
43911,0.9242858066740001,1
43913,0.0005143180464790001,1
43916,0.0,1
43917,0.800903069604,1
43918,0.626385345014,1
43919,0.0,1
43920,0.0,1
43921,0.0,1
43922,0.100761865209,1
43923,0.0381026313861,1
43924,0.614115073597,1
43926,0.000497007420478,1
43927,0.0807008991032,1
43928,0.0160817983639,1
43929,0.15201252183800001,1
43930,0.0684000364649,1
43931,1.89426076609e-05,1
43932,0.422176667939,1
43934,0.0,1
43935,0.021246833198,1
43936,0.0,1
43937,0.411575800973,1
43938,0.045387235352999995,1
43939,0.832408247339,1
43940,0.334237850384,1
43941,0.0,1
43942,0.8768229231389999,1
44533,0.50125638292,1
44538,0.633044833337,1
44539,0.658991218233,1
44540,0.637917244739,1
44643,0.980785528547,1
44644,0.846980200159,1
44645,0.9999037693389999,1
44646,1.0,1
44647,0.9939441416320001,1
44648,0.744815380467,1
44649,0.43410175689999997,1
44650,0.8897818643009999,1
44651,0.9985920420640001,1
44652,0.999333545785,1
44653,0.91083216881,1
44654,0.9713351855560001,1
44655,0.651642787612,1
44656,0.8787584065240001,1
44657,1.0,1
44658,0.9913225613079999,1
44659,0.9960068413619999,1
44660,0.682438920865,1
44661,0.782805159612,1
44662,0.5675052586429999,1
44663,0.9293001454790001,1
44664,0.628142004789,1
44665,0.9947106100900001,1
44666,1.0,1
44667,0.0741743639689,1
44668,0.242626988386,1
44669,0.972001668212,1
44670,0.9956623182009999,1
44671,0.999028683157,1
44672,0.315109790224,1
44673,1.0,1
44674,0.0014755883059699999,1
44675,1.0,1
44676,1.0,1
44677,0.994122773081,1
44678,0.7209181791249999,1
44679,0.948055221023,1
44680,1.0,1
44681,0.999327649825,1
44682,0.156304509497,1
44683,0.9996256688680001,1
44684,0.0799388978284,1
44685,0.43491697689,1
44686,0.729341008925,1
44687,0.470568863252,1
44688,0.9964994250749999,1
44689,0.999418400617,1
44690,1.0,1
44691,0.99810905095,1
44692,0.754449725983,1
44693,0.852460657016,1
44694,0.7580847815809999,1
44695,0.9930621296950001,1
44696,0.626521323319,1
44697,1.0,1
44698,0.4884270694690001,1
44699,0.7693091762019999,1
44700,1.0,1
44701,1.0,1
44702,0.823165897517,1
44703,0.719022716097,1
44704,0.401609524743,1
44705,0.700664211531,1
44706,0.76082901022,1
44707,0.450976783018,1
44708,0.12126146373800001,1
44709,0.917928718291,1
44710,0.40770676552900004,1
44711,0.0,1
44712,0.0,1
44713,0.0,1
44714,0.09333955895929999,1
44715,0.0,1
44716,1.0,1
44717,0.664685244249,1
44718,0.976324158207,1
44719,0.87795500236,1
44720,0.9842710919750001,1
44721,0.999567115279,1
44722,0.9985455378579999,1
44723,0.981277690357,1
44724,0.977827462042,1
44725,1.0,1
44726,0.0,1
44727,1.0,1
44728,1.0,1
44729,1.0,1
44730,1.0,1
44731,0.882990140472,1
44732,1.0,1
44733,1.0,1
44734,1.0,1
44735,1.0,1
44736,1.0,1
44737,1.0,1
44738,1.0,1
44739,0.978405270984,1
44740,1.0,1
44741,1.0,1
44742,0.760277855346,1
44743,1.0,1
44744,1.0,1
44745,1.0,1
44746,1.0,1
44747,1.0,1
44748,1.0,1
44749,1.0,1
44750,1.0,1
44751,1.0,1
44752,1.0,1
44753,1.0,1
44754,1.0,1
44755,1.0,1
44756,1.0,1
44757,1.0,1
44758,1.0,1
44759,1.0,1
44760,0.608317700039,1
44761,0.851119327109,1
44762,1.0,1
44763,0.8263443684239999,1
44764,0.855546501323,1
44765,1.0,1
44766,0.8982490211249999,1
44767,0.807713831316,1
44768,1.0,1
44769,0.892049003985,1
44770,0.907483529809,1
44771,0.878963533351,1
44772,0.889245336241,1
44773,0.936620164445,1
44774,0.8259612998289999,1
44775,0.995415155757,1
44776,0.984270908741,1
44777,1.0,1
44778,0.954772519275,1
44779,0.82196484545,1
44780,0.63611841367,1
44781,0.9672086307790001,1
44782,0.716432875401,1
44783,0.9587454785519999,1
44784,0.725082762171,1
44785,0.6698548646060001,1
44786,0.836832209373,1
44787,0.113856430133,1
44788,0.9154017040350001,1
44789,0.9961119949580001,1
44790,0.876886610844,1
44791,0.6956012581919999,1
44792,0.985731778291,1
44793,0.0,1
44794,0.582817328755,1
44795,0.0,1
44796,0.0,1
44797,0.0552902720256,1
44798,0.0,1
44799,0.000265005354144,1
44800,0.0,1
44850,0.8108881211139999,1
44851,0.8108881211139999,1
44852,0.0,1
44853,0.0730027604881,1
44854,0.0,1
44855,0.0,1
44856,0.0,1
44857,0.0,1
44858,0.0,1
44859,0.0,1
44860,0.0,1
44861,0.0,1
44862,0.0,1
44864,0.0,1
44865,0.053613597309400005,1
44866,0.0,1
44867,0.0,1
44868,0.523694964946,1
44869,0.0,1
44870,0.0,1
44871,0.637504603473,1
44872,0.39577004199,1
44873,0.0,1
44874,0.315223784099,1
44875,0.0108080082439,1
44876,0.0,1
44877,0.0,1
44878,0.0,1
44879,0.0,1
44880,0.0,1
44881,0.0,1
44882,0.687418489548,1
44883,0.0,1
44884,0.0,1
44885,0.0,1
44886,0.0,1
44887,0.36578932112199997,1
44888,0.0,1
44889,0.0,1
44890,0.0,1
44891,0.125777180958,1
44892,0.0,1
44893,0.0,1
44894,0.0,1
44903,0.00857468458364,1
44904,0.000868005255438,1
44905,0.108630618311,1
44906,0.156047487172,1
44907,0.0625318408631,1
44908,3.60051090381e-05,1
44909,0.20869815754999999,1
44910,0.0,1
44911,0.000659021516523,1
44912,8.32739613888e-05,1
44913,0.0,1
44914,0.05549571084919999,1
44915,0.0,1
44916,0.000817676385375,1
44917,0.005917339048949999,1
44918,1.55667082881e-05,1
44919,0.20559614860800002,1
44920,0.0,1
44921,0.5130530775450001,1
44922,0.174671759262,1
44923,0.787667516335,1
44924,0.72348755494,1
44925,0.0199743703101,1
44926,0.9594838463809999,1
44927,0.890303269792,1
44928,0.31370801041900004,1
44929,0.706796857587,1
44930,0.711572643318,1
44931,0.9729102956569999,1
44932,0.399833949631,1
44933,0.666368970692,1
44934,0.531035628123,1
44935,0.587690978205,1
44936,0.999992303918,1
44937,0.597017696106,1
44938,0.704241810236,1
44939,0.33611970287799997,1
44940,0.484939829211,1
44941,0.0,1
44942,0.0,1
44943,0.0,1
44944,0.00129942009809,1
44945,0.18785524548000002,1
44946,0.0840765387108,1
44947,0.200918805169,1
44948,0.348259467778,1
44949,0.0120769119966,1
44950,0.30796098128800004,1
44951,0.166144413283,1
44952,0.255120869102,1
44953,0.017109027572099998,1
44954,0.0629719376133,1
44955,0.439974218494,1
44956,0.192930532443,1
44957,2.06993513818e-05,1
44958,0.605717519905,1
44959,0.501738143934,1
44960,0.22277121179,1
44961,0.369994643839,1
44962,0.050882435992800006,1
44963,0.7336097899449999,1
44964,0.869034825164,1
44965,0.779436226098,1
44966,6.73980598077e-07,1
44967,0.0,1
44968,0.0,1
44969,0.0,1
44970,0.0,1
44971,0.00729303436976,1
44972,0.0,1
44973,0.044036114932000006,1
44974,0.0,1
44975,0.00149630398322,1
44976,0.168807349285,1
44977,0.358971959899,1
44978,0.422974454737,1
44979,0.0824917601061,1
44980,0.404459341017,1
44981,0.435038832656,1
44982,0.6896587726279999,1
44983,0.0063777310948,1
44984,0.0674662472977,1
44985,0.36019952148199996,1
44986,0.664893943625,1
44987,0.402711283943,1
50559,0.24954516311799999,1
53432,0.216827131072,1
53533,0.00321469897119,1
53534,0.0318600929168,1
53535,0.0,1
53536,0.433425479905,1
53537,0.381988392225,1
53538,0.0703204852772,1
53539,0.735200241937,1
53540,0.86614313581,1
53541,0.811597370284,1
53542,0.929544127432,1
53543,0.0,1
53544,0.8603265315749999,1
53545,0.849327819681,1
53546,0.0402231868082,1
53547,0.543442994013,1
53548,0.705322933044,1
53549,0.73967175363,1
53550,0.936451943643,1
53551,0.9560213289820001,1
53552,0.907364971055,1
53553,0.853468692117,1
53554,0.5481145123569999,1
53555,0.5520711603490001,1
53556,0.7020719035840001,1
53557,0.813687126223,1
53558,0.423690606902,1
53559,0.7219682056550001,1
53560,0.68924217254,1
53561,0.761215978054,1
53562,0.568153101667,1
53563,0.6742305327979999,1
53564,0.660063395061,1
53565,0.607754162741,1
53566,0.854123515159,1
53567,0.823456424586,1
53568,0.689733644083,1
53569,0.8382540469740001,1
53570,0.813531536434,1
53571,0.88602646533,1
53572,0.883893096152,1
53573,0.690746182889,1
53574,0.738145147604,1
53575,0.6985596206579999,1
53576,0.717899084111,1
53577,0.466161616149,1
53578,0.738777874051,1
53579,0.6578264663560001,1
53580,0.632355055485,1
53581,0.490634676334,1
53582,0.8211815715590001,1
53583,0.8719525645370001,1
53584,0.7085348842329999,1
53585,0.820846022041,1
53586,0.586856013654,1
53587,0.660388466846,1
53588,0.558702979769,1
53589,0.61580415257,1
53590,0.7740517872120001,1
53591,0.00797167330742,1
53592,0.534388306329,1
53593,0.702807928308,1
53594,0.485530933293,1
53595,0.5031346490559999,1
53596,0.43441890292199997,1
53597,0.7093794898319999,1
53598,0.24719671788800002,1
53599,0.84230612959,1
53600,0.31411581615600004,1
53601,0.638684879726,1
53602,0.600344336996,1
53603,0.38210850709399996,1
53604,0.7565804344320001,1
53605,0.793529470409,1
53606,0.730870702781,1
53607,0.769094985786,1
53608,0.616550567345,1
53609,0.681960729531,1
53610,0.650047166301,1
53611,0.622369614904,1
53612,0.80875080926,1
53613,0.0588369948763,1
53614,0.9938914687360001,1
53615,0.0,1
53616,0.189522910846,1
53617,0.0,1
53618,0.0,1
53619,0.0,1
53620,0.0554775169606,1
53621,0.9408999143860001,1
53660,0.05613876777290002,1
53661,0.7634599466590001,1
53662,0.0679529374294,1
53663,0.0,1
53664,0.7330164992199999,1
53665,0.0,1
53666,0.505815523015,1
53667,0.0,1
53668,0.0,1
53669,0.0079012952532,1
53670,0.596337478627,1
53671,0.0,1
53672,0.0,1
53673,0.211893437651,1
53674,0.5983615165439999,1
53675,0.853942375532,1
43858,0.3769785068,1
43859,0.3769785068,1
43860,0.3769785068,1
43861,0.3769785068,1
43862,0.3769785068,1
43863,0.3769785068,1
43864,0.3769785068,1
43865,0.3769785068,1
43866,0.3769785068,1
43867,0.3769785068,1
43868,0.3769785068,1
43869,0.3769785068,1
43870,0.3769785068,1
60357,0.28363774369000005,1
60358,0.28363774369000005,1
60359,0.28363774369000005,1
60360,0.28363774369000005,1
60361,0.28363774369000005,1
60362,0.28363774369000005,1
60363,0.28363774369000005,1
60364,0.28363774369000005,1
60365,0.28363774369000005,1
60366,0.28363774369000005,1
60367,0.28363774369000005,1
60368,0.28363774369000005,1
60369,0.28363774369000005,1
60370,0.28363774369000005,1
3539,0.4832393373899999,1
60371,0.28363774369000005,1
60372,0.28363774369000005,1
60886,0.4832393373899999,1
60887,0.4832393373899999,1
60373,0.28363774369000005,1
60374,0.28363774369000005,1
60376,0.28363774369000005,1
60377,0.401229288227,1
60892,0.369191717329,1
60893,0.369191717329,1
60378,0.401229288227,1
60379,0.401229288227,1
60896,0.369191717329,1
60380,0.401229288227,1
60381,0.401229288227,1
60382,0.401229288227,1
60383,0.401229288227,1
60384,0.401229288227,1
60385,0.401229288227,1
60386,0.401229288227,1
60387,0.401229288227,1
60388,0.401229288227,1
60389,0.401229288227,1
60390,0.401229288227,1
60391,0.401229288227,1
60392,0.401229288227,1
